Generator Learning Rate: 2.5e-05
Length of dataset: 5058
Labeled dataset size: 723
Length of dataset: 258
Unlabeled dataset size: 37
Let's go!
Generator Learning Rate: 2.5e-05
2024-07-29 22:48:48.761135 Epoch [001/050], Step [0010/0723], Gen Loss: 2.4780
2024-07-29 22:48:55.703508 Epoch [001/050], Step [0020/0723], Gen Loss: 2.4358
2024-07-29 22:49:02.644044 Epoch [001/050], Step [0030/0723], Gen Loss: 2.4033
2024-07-29 22:49:09.744981 Epoch [001/050], Step [0040/0723], Gen Loss: 2.3546
2024-07-29 22:49:16.679787 Epoch [001/050], Step [0050/0723], Gen Loss: 2.2930
2024-07-29 22:49:23.615527 Epoch [001/050], Step [0060/0723], Gen Loss: 2.2344
2024-07-29 22:49:30.557870 Epoch [001/050], Step [0070/0723], Gen Loss: 2.1786
2024-07-29 22:49:37.461497 Epoch [001/050], Step [0080/0723], Gen Loss: 2.1476
2024-07-29 22:49:44.403424 Epoch [001/050], Step [0090/0723], Gen Loss: 2.1056
2024-07-29 22:49:51.346145 Epoch [001/050], Step [0100/0723], Gen Loss: 2.0864
2024-07-29 22:49:58.284977 Epoch [001/050], Step [0110/0723], Gen Loss: 2.0784
2024-07-29 22:50:05.179408 Epoch [001/050], Step [0120/0723], Gen Loss: 2.0653
2024-07-29 22:50:12.123539 Epoch [001/050], Step [0130/0723], Gen Loss: 2.0593
2024-07-29 22:50:19.065651 Epoch [001/050], Step [0140/0723], Gen Loss: 2.0389
2024-07-29 22:50:25.960519 Epoch [001/050], Step [0150/0723], Gen Loss: 2.0254
2024-07-29 22:50:32.899573 Epoch [001/050], Step [0160/0723], Gen Loss: 2.0085
2024-07-29 22:50:39.841524 Epoch [001/050], Step [0170/0723], Gen Loss: 1.9947
2024-07-29 22:50:46.781375 Epoch [001/050], Step [0180/0723], Gen Loss: 1.9749
2024-07-29 22:50:53.675363 Epoch [001/050], Step [0190/0723], Gen Loss: 1.9376
2024-07-29 22:51:00.612854 Epoch [001/050], Step [0200/0723], Gen Loss: 1.9223
2024-07-29 22:51:07.553503 Epoch [001/050], Step [0210/0723], Gen Loss: 1.9089
2024-07-29 22:51:14.491585 Epoch [001/050], Step [0220/0723], Gen Loss: 1.9096
2024-07-29 22:51:21.387835 Epoch [001/050], Step [0230/0723], Gen Loss: 1.9056
2024-07-29 22:51:28.325525 Epoch [001/050], Step [0240/0723], Gen Loss: 1.9123
2024-07-29 22:51:35.260216 Epoch [001/050], Step [0250/0723], Gen Loss: 1.9005
2024-07-29 22:51:42.153408 Epoch [001/050], Step [0260/0723], Gen Loss: 1.9109
2024-07-29 22:51:49.096130 Epoch [001/050], Step [0270/0723], Gen Loss: 1.9237
2024-07-29 22:51:56.035429 Epoch [001/050], Step [0280/0723], Gen Loss: 1.9051
2024-07-29 22:52:02.973743 Epoch [001/050], Step [0290/0723], Gen Loss: 1.9133
2024-07-29 22:52:09.866301 Epoch [001/050], Step [0300/0723], Gen Loss: 1.8976
2024-07-29 22:52:16.805565 Epoch [001/050], Step [0310/0723], Gen Loss: 1.8907
2024-07-29 22:52:23.740833 Epoch [001/050], Step [0320/0723], Gen Loss: 1.9194
2024-07-29 22:52:30.684234 Epoch [001/050], Step [0330/0723], Gen Loss: 1.9236
2024-07-29 22:52:37.583963 Epoch [001/050], Step [0340/0723], Gen Loss: 1.9109
2024-07-29 22:52:44.524164 Epoch [001/050], Step [0350/0723], Gen Loss: 1.8984
2024-07-29 22:52:51.462174 Epoch [001/050], Step [0360/0723], Gen Loss: 1.8763
2024-07-29 22:52:58.365623 Epoch [001/050], Step [0370/0723], Gen Loss: 1.8714
2024-07-29 22:53:05.293387 Epoch [001/050], Step [0380/0723], Gen Loss: 1.8523
2024-07-29 22:53:12.231780 Epoch [001/050], Step [0390/0723], Gen Loss: 1.8466
2024-07-29 22:53:19.171200 Epoch [001/050], Step [0400/0723], Gen Loss: 1.8408
2024-07-29 22:53:26.066631 Epoch [001/050], Step [0410/0723], Gen Loss: 1.8189
2024-07-29 22:53:33.005890 Epoch [001/050], Step [0420/0723], Gen Loss: 1.8253
2024-07-29 22:53:39.942878 Epoch [001/050], Step [0430/0723], Gen Loss: 1.8165
2024-07-29 22:53:46.874266 Epoch [001/050], Step [0440/0723], Gen Loss: 1.7958
2024-07-29 22:53:53.771846 Epoch [001/050], Step [0450/0723], Gen Loss: 1.7868
2024-07-29 22:54:00.716551 Epoch [001/050], Step [0460/0723], Gen Loss: 1.7739
2024-07-29 22:54:07.658178 Epoch [001/050], Step [0470/0723], Gen Loss: 1.7744
2024-07-29 22:54:14.599296 Epoch [001/050], Step [0480/0723], Gen Loss: 1.7903
2024-07-29 22:54:21.494087 Epoch [001/050], Step [0490/0723], Gen Loss: 1.7851
2024-07-29 22:54:28.433355 Epoch [001/050], Step [0500/0723], Gen Loss: 1.7908
2024-07-29 22:54:35.373933 Epoch [001/050], Step [0510/0723], Gen Loss: 1.7847
2024-07-29 22:54:42.269252 Epoch [001/050], Step [0520/0723], Gen Loss: 1.7595
2024-07-29 22:54:49.204844 Epoch [001/050], Step [0530/0723], Gen Loss: 1.7496
2024-07-29 22:54:56.144873 Epoch [001/050], Step [0540/0723], Gen Loss: 1.7433
2024-07-29 22:55:03.083327 Epoch [001/050], Step [0550/0723], Gen Loss: 1.7363
2024-07-29 22:55:09.980991 Epoch [001/050], Step [0560/0723], Gen Loss: 1.7278
2024-07-29 22:55:16.922182 Epoch [001/050], Step [0570/0723], Gen Loss: 1.7429
2024-07-29 22:55:23.857699 Epoch [001/050], Step [0580/0723], Gen Loss: 1.7378
2024-07-29 22:55:30.795583 Epoch [001/050], Step [0590/0723], Gen Loss: 1.7298
2024-07-29 22:55:37.693651 Epoch [001/050], Step [0600/0723], Gen Loss: 1.7329
2024-07-29 22:55:44.632719 Epoch [001/050], Step [0610/0723], Gen Loss: 1.7037
2024-07-29 22:55:51.571186 Epoch [001/050], Step [0620/0723], Gen Loss: 1.6952
2024-07-29 22:55:58.469696 Epoch [001/050], Step [0630/0723], Gen Loss: 1.7087
2024-07-29 22:56:05.412137 Epoch [001/050], Step [0640/0723], Gen Loss: 1.7017
2024-07-29 22:56:12.352357 Epoch [001/050], Step [0650/0723], Gen Loss: 1.7007
2024-07-29 22:56:19.292647 Epoch [001/050], Step [0660/0723], Gen Loss: 1.7037
2024-07-29 22:56:26.191547 Epoch [001/050], Step [0670/0723], Gen Loss: 1.6972
2024-07-29 22:56:33.131479 Epoch [001/050], Step [0680/0723], Gen Loss: 1.6990
2024-07-29 22:56:40.072381 Epoch [001/050], Step [0690/0723], Gen Loss: 1.7156
2024-07-29 22:56:47.014364 Epoch [001/050], Step [0700/0723], Gen Loss: 1.7172
2024-07-29 22:56:53.897452 Epoch [001/050], Step [0710/0723], Gen Loss: 1.7065
2024-07-29 22:57:00.815964 Epoch [001/050], Step [0720/0723], Gen Loss: 1.6992
2024-07-29 22:57:03.016024 Epoch [001/050], Step [0723/0723], Gen Loss: 1.6972
Generator Learning Rate: 2.5e-06
2024-07-29 22:57:11.207681 Epoch [002/050], Step [0010/0723], Gen Loss: 1.6635
2024-07-29 22:57:18.107302 Epoch [002/050], Step [0020/0723], Gen Loss: 1.6634
2024-07-29 22:57:25.047880 Epoch [002/050], Step [0030/0723], Gen Loss: 1.6522
2024-07-29 22:57:31.985195 Epoch [002/050], Step [0040/0723], Gen Loss: 1.6482
2024-07-29 22:57:38.924044 Epoch [002/050], Step [0050/0723], Gen Loss: 1.6467
2024-07-29 22:57:45.824208 Epoch [002/050], Step [0060/0723], Gen Loss: 1.6503
2024-07-29 22:57:52.768180 Epoch [002/050], Step [0070/0723], Gen Loss: 1.6611
2024-07-29 22:57:59.707524 Epoch [002/050], Step [0080/0723], Gen Loss: 1.6678
2024-07-29 22:58:06.644497 Epoch [002/050], Step [0090/0723], Gen Loss: 1.6666
2024-07-29 22:58:13.538738 Epoch [002/050], Step [0100/0723], Gen Loss: 1.6529
2024-07-29 22:58:20.484400 Epoch [002/050], Step [0110/0723], Gen Loss: 1.6516
2024-07-29 22:58:27.428868 Epoch [002/050], Step [0120/0723], Gen Loss: 1.6413
2024-07-29 22:58:34.329407 Epoch [002/050], Step [0130/0723], Gen Loss: 1.6410
2024-07-29 22:58:41.271368 Epoch [002/050], Step [0140/0723], Gen Loss: 1.6443
2024-07-29 22:58:48.216281 Epoch [002/050], Step [0150/0723], Gen Loss: 1.6476
2024-07-29 22:58:55.155639 Epoch [002/050], Step [0160/0723], Gen Loss: 1.6542
2024-07-29 22:59:02.058227 Epoch [002/050], Step [0170/0723], Gen Loss: 1.6472
2024-07-29 22:59:09.008795 Epoch [002/050], Step [0180/0723], Gen Loss: 1.6564
2024-07-29 22:59:15.953796 Epoch [002/050], Step [0190/0723], Gen Loss: 1.6440
2024-07-29 22:59:22.901401 Epoch [002/050], Step [0200/0723], Gen Loss: 1.6326
2024-07-29 22:59:29.800885 Epoch [002/050], Step [0210/0723], Gen Loss: 1.6295
2024-07-29 22:59:36.747968 Epoch [002/050], Step [0220/0723], Gen Loss: 1.6178
2024-07-29 22:59:43.689843 Epoch [002/050], Step [0230/0723], Gen Loss: 1.6211
2024-07-29 22:59:50.597725 Epoch [002/050], Step [0240/0723], Gen Loss: 1.6263
2024-07-29 22:59:57.542119 Epoch [002/050], Step [0250/0723], Gen Loss: 1.6283
2024-07-29 23:00:04.483929 Epoch [002/050], Step [0260/0723], Gen Loss: 1.6352
2024-07-29 23:00:11.421530 Epoch [002/050], Step [0270/0723], Gen Loss: 1.6293
2024-07-29 23:00:18.318032 Epoch [002/050], Step [0280/0723], Gen Loss: 1.6159
2024-07-29 23:00:25.262958 Epoch [002/050], Step [0290/0723], Gen Loss: 1.6137
2024-07-29 23:00:32.208247 Epoch [002/050], Step [0300/0723], Gen Loss: 1.6190
2024-07-29 23:00:39.154799 Epoch [002/050], Step [0310/0723], Gen Loss: 1.6163
2024-07-29 23:00:46.051294 Epoch [002/050], Step [0320/0723], Gen Loss: 1.6225
2024-07-29 23:00:52.998143 Epoch [002/050], Step [0330/0723], Gen Loss: 1.6344
